Meristem_Type,Wildtype,No_CK,Plus_CK,Sharp_WUS,No_WUS,Plus_WUS
Sim_Wildtype,0.0632907295478818,0.133014034717883,0.0740532329375056,0.162724999493325,0.151792500867991,0.0664921321221051
Sim_Wildtype,0.0457666006746323,0.143742885846064,0.0533605580537322,0.157809619010519,0.16239165855316,0.0397938874593095
Sim_Wildtype,0.0239874075227596,0.131119623388112,0.0425051404158457,0.161252592140569,0.149901753022746,0.0245579442112991
Sim_Wildtype,0.0619875867052053,0.175864500026298,0.0392130434301066,0.122507461129306,0.194616187244791,0.0666245524285502
Sim_Wildtype,0.0187437185114951,0.109837973318289,0.052539142210363,0.178705517684768,0.128631566739776,0.0202079796306688
Sim_Wildtype,0.0463280309676532,0.146920518472393,0.056943259089372,0.152561435984753,0.165719701547864,0.0449921398578247
