2.3889	1.1319
2.7014	0.9444
2.9444	0.8264
3.2986	0.7014
3.5833	0.5903
3.8194	0.5208
4.0486	0.5069
4.3194	0.4653
4.5278	0.4306
4.7569	0.4028
5.1528	0.3611
5.5000	0.3125
5.8750	0.2917
6.2639	0.3056
6.8056	0.3194
7.2500	0.3750
7.6806	0.4583
8.0903	0.5694
8.4236	0.7500
8.7708	1.0139
