2.4306	0.8681
2.6562	0.7188
3.0104	0.5556
3.2986	0.4410
3.6319	0.3646
3.9132	0.2951
4.2257	0.2535
4.4757	0.2049
4.7674	0.1667
5.2812	0.1319
5.5764	0.1528
5.8507	0.1701
6.1528	0.1840
6.4306	0.2396
6.7396	0.2882
7.1424	0.4028
7.4097	0.4861
7.6632	0.5868
7.9722	0.6910
8.2743	0.7708
